university,URLs,paths,read
Uttar Banga Krishi Vishwavidyalaya,https://www.ubkv.ac.in/msc-agriculture/,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url2.csv,NO
Uttar Banga Krishi Vishwavidyalaya,https://www.ubkv.ac.in/632-2/,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url3.csv,NO
Uttar Banga Krishi Vishwavidyalaya,https://www.ubkv.ac.in/msc-horticulture/,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url4.csv,NO
Uttar Banga Krishi Vishwavidyalaya,https://www.ubkv.ac.in/wp-content/uploads/2014/03/PG-Syllabus_VSC.pdf,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url5.csv,NO
Uttar Banga Krishi Vishwavidyalaya,http://www.ubkv.ac.in/wp-content/uploads/Syllabus-for-Entrance-Test-for-Admission-to-M.Sc_2016-17.pdf,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url6.csv,NO
Uttar Banga Krishi Vishwavidyalaya,http://www.ubkv.ac.in/wp-content/uploads/Horticulture_PG_Syllabus_2017-18.pdf,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url7.csv,YES
Uttar Banga Krishi Vishwavidyalaya,http://www.ubkv.ac.in/wp-content/uploads/2014/03/PG-Syllabus_PPHT.pdf,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url8.csv,YES
Uttar Banga Krishi Vishwavidyalaya,https://examstime.in/ubkv-courses-and-syllabus/,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url9.csv,NO
Uttar Banga Krishi Vishwavidyalaya,https://www.bckv.edu.in/bckv.php?page=f7177163c833dff4b38fc8d2872f1ec62c,C:/Users/User/Desktop/uni selection/scraped_data/Uttar Banga Krishi Vishwavidyalaya/url10.csv,NO
Vidyasagar University,http://apps.vidyasagar.ac.in/DownloadCenter/?cat=11,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url1.csv,YES
Vidyasagar University,http://apps.vidyasagar.ac.in/DownloadCenter/?cat=16,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url2.csv,YES
Vidyasagar University,http://www.vidyasagar.ac.in/downloads/?file=/PG_Syllabus_CBCS/bengali.pdf,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url3.csv,YES
Vidyasagar University,http://apps.vidyasagar.ac.in/DownloadCenter/?cat=5,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url4.csv,YES
Vidyasagar University,http://dde.vidyasagar.ac.in/Syllabus/syllabus.html,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url5.csv,NO
Vidyasagar University,http://www.vidyasagar.ac.in/downloads/?file=/PG_Syllabus_CBCS/english.pdf,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url6.csv,NO
Vidyasagar University,http://www.vidyasagar.ac.in/Downloads/ShowPdf.aspx?file=/pg_syllabus/geography.pdf,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url7.csv,YES
Vidyasagar University,http://apps.vidyasagar.ac.in/DownloadCenter/?cat=21,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url8.csv,YES
Vidyasagar University,https://examstime.in/vidyasagar-university-courses-and-syllabus/,C:/Users/User/Desktop/uni selection/scraped_data/Vidyasagar University/url9.csv,NO
West Bengal State University,https://wbsu.ac.in/pg-syllabus/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal State University/url1.csv,NO
West Bengal State University,https://wbsu.ac.in/pg-syllabus-under-cbcs-from-2019-2020/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal State University/url2.csv,YES
West Bengal State University,https://bgc.org.in/index.php?option=com_content&view=article&id=162&Itemid=0,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal State University/url3.csv,YES
West Bengal State University,https://examstime.in/west-bengal-state-university-courses-and-syllabus/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal State University/url4.csv,NO
West Bengal State University,http://www.ddmcadmission.in/motijheel-pg/pdf/prospectus-2017.pdf,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal State University/url5.csv,YES
West Bengal State University,https://management.ind.in/forum/west-bengal-state-university-ma-english-syllabus-340556.html,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal State University/url6.csv,NO
West Bengal University of Animal and Fishery Sciences,https://examstime.in/wbuafs-courses-and-syllabus/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Animal and Fishery Sciences/url1.csv,YES
West Bengal University of Animal and Fishery Sciences,https://examstime.in/wbuafs-courses-and-syllabus/#About-University,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Animal and Fishery Sciences/url2.csv,YES
West Bengal University of Animal and Fishery Sciences,https://examstime.in/wbuafs-courses-and-syllabus/#Courses-List,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Animal and Fishery Sciences/url3.csv,YES
West Bengal University of Animal and Fishery Sciences,https://examstime.in/wbuafs-courses-and-syllabus/#Courses-Duration,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Animal and Fishery Sciences/url4.csv,NO
West Bengal University of Health Sciences,https://wbuhs.ac.in/syllabus/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url1.csv,YES
West Bengal University of Health Sciences,https://wbuhs.ac.in/academics/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url2.csv,YES
West Bengal University of Health Sciences,https://examstime.in/wbuhs-courses-and-syllabus/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url3.csv,YES
West Bengal University of Health Sciences,https://examstime.in/wbuhs-courses-and-syllabus/#About-WBUHS,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url4.csv,YES
West Bengal University of Health Sciences,https://examstime.in/wbuhs-courses-and-syllabus/#Courses-List,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url5.csv,YES
West Bengal University of Health Sciences,https://university-nic.in/state-universities/west-bengal-university-of-health-sciences/,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url6.csv,YES
West Bengal University of Health Sciences,"https://university-nic.in/state-universities/west-bengal-university-of-health-sciences/#West_Bengal_University_of_Health_Sciences,_FAQ(_Frequently_Asked_Question)",C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url7.csv,YES
West Bengal University of Health Sciences,https://university-nic.in/state-universities/west-bengal-university-of-health-sciences/#Courses_of_University,C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Health Sciences/url8.csv,NO
"West Bengal University of Teachers' Training, Education Planning and Administration",https://www.wbuttepa.ac.in/,"C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Teachers' Training, Education Planning and Administration/url1.csv",NO
"West Bengal University of Teachers' Training, Education Planning and Administration",https://wbhed.gov.in/readwrite/uploads/UCSTT.pdf,"C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Teachers' Training, Education Planning and Administration/url2.csv",YES
"West Bengal University of Teachers' Training, Education Planning and Administration",https://examstime.in/wbuttepa-courses-and-syllabus/,"C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Teachers' Training, Education Planning and Administration/url3.csv",YES
"West Bengal University of Teachers' Training, Education Planning and Administration",https://examstime.in/west-bengal-university-of-teachers-training/,"C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Teachers' Training, Education Planning and Administration/url4.csv",NO
"West Bengal University of Teachers' Training, Education Planning and Administration",http://gttc.org.in/Uploads/13022020035849/02192020173639WBUTTEPA%20Syllabus%202020%20(B.Ed.%20).pdf,"C:/Users/User/Desktop/uni selection/scraped_data/West Bengal University of Teachers' Training, Education Planning and Administration/url5.csv",NO
